,label,A_APPROVED,A_Accepted,A_Activated,A_CANCELLED,A_DECLINED,A_Finalized,A_Partly_submetted,A_Preaccepted,A_Registered,A_Submitted,O_Accepted,O_Cancelled,O_Created,O_Declined,O_Selected,O_Sent,O_Sent_back,W_Assess_fraude,W_Assessing_application,W_Calling_after_sent_offers,W_Calling_to_add_info_app,W_Change_contact_details,W_Filling_info_application,W_Fixing_incoming_lead
3414,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3415,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,5,0,0,5,0
3417,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0
3418,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3419,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3420,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3
3421,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3423,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3425,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
3426,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3427,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,18,0,0,3,0
3429,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3431,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3432,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,20,0,0,3,3
3433,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,7,0,0,3,0
3434,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,21,0,0,5,0
3436,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3437,1,1,1,1,0,0,1,1,1,1,1,1,3,4,0,4,4,1,0,3,20,0,0,3,0
3438,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3439,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3440,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
3441,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,15,0,0,3,3
3442,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,11,15,0,0,3,0
3443,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,7,8,0,0,7,0
3444,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3445,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,36,0,0,5,0
3446,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3447,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3448,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3
3449,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3450,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,0,3,0
3451,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3452,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3453,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,7,0,0,11,3
3454,0,0,1,0,0,1,1,1,1,0,1,0,2,3,1,3,3,1,0,6,15,13,0,3,0
3455,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3458,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,6,5,5,0,7,3
3459,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,3
3460,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3
3461,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3463,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,7,9,0,0,7,0
3464,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3465,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3466,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3467,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,3,0,0,15,0
3468,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,5,3,0,0,7,0
3471,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3474,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3476,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3477,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3478,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,6,5,15,0,3,0
3479,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3482,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3484,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3486,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3
3487,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,5,0,0,5,3
3488,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3491,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
3493,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,0,9,0
3494,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,6,11,5,0,5,0
3495,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,9,20,16,0,5,0
3496,1,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,3,10,3,0,7,0
3497,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,3
3498,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,3,0,0,5,3
3499,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
3500,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,9,0,0,5,0
3501,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3502,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3503,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,0,3,0
3504,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,0,5,0
3505,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,18,0,0,5,0
3506,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3507,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3509,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,5,0,0,7,0
3510,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,5
3511,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0
3513,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,9,5,80,0,7,0
3515,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,8,11,5,0,3,0
3516,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3517,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,3,10,0,0,3,0
3520,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,8,5,3,0,3,5
3522,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,3,0,0,5,0
3523,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0
3524,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3525,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3526,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3527,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,9,3,42,0,9,0
3528,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3
3529,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
3530,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3532,1,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,3,13,0,0,7,3
3533,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3534,2,0,1,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,14,0,0,5,0
3535,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3536,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
3537,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,2,0,1,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,8,0,0,7,0
3539,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3540,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3541,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
3542,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,10,19,11,0,5,0
3543,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,7,0,0,5,3
3544,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3545,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3546,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3547,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,5,10,0,0,5,0
3548,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3
3549,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,18,0,0,5,0
3550,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,3,0,0,3,0
3551,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3552,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3555,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,11,0,0,5,3
3557,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,6,9,9,0,3,0
3558,1,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,5,27,7,0,3,3
3559,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,3,59,0,0,3,0
3560,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,7,0,0,3,0
3561,0,0,1,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,0,3,10,0,0,3,0
3562,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3
3563,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,9,5,0,0,5,0
3564,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3565,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,0,0,1,0,0,1,1,1,1,0,1,0,1,2,1,2,2,1,0,3,8,0,0,3,0
3567,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3568,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,3,36,0,0,5,0
3569,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3570,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,6,3,9,0,3,0
3571,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5
3572,2,0,1,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,31,0,0,7,3
3573,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,16,0,0,13,0
3574,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,3,20,0,0,5,0
3575,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,18,0,0,13,0
3577,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3
3579,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,16,0,0,5,0
3581,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,8,7,9,0,3,0
3582,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3584,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,3,6,0,0,5,0
3586,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
3587,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3
3588,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3592,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,0,5,0
3594,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,0,7,0
3596,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3
3597,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3598,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3599,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3600,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3601,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3604,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3
3605,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,4,0,0,9,0
3607,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3608,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,3
3611,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3613,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,6,3,5,0,3,0
3614,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,17,9,14,0,7,0
3615,0,0,1,0,0,1,1,1,1,0,1,0,3,4,1,4,4,1,0,3,30,9,0,3,3
3616,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3617,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,3,0,0,23,0
3618,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3619,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
3620,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3623,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,0,11,0
3624,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
3625,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,5,15,0,0,19,5
3626,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3627,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,15,5,45,0,5,0
3628,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3630,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,30,0,0,5,3
3632,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,3,0,0,3,0
3633,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
3637,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
3638,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,7,0,0,3,0
3639,2,0,1,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,20,0,0,11,0
3640,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3641,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0
3642,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,6,5,7,0,7,0
3644,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,11,7,35,0,3,3
3646,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,7,0,0,5,0
3647,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,11,5,12,0,13,15
3648,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
3650,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,9,0,0,3,0
3651,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3653,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,18,0,0,7,0
3654,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3655,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,11,13,25,0,5,0
3656,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,7,0,0,5,0
3657,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
3658,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
3659,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,3,0,0,5,0
3660,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,2,0,1,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,23,0,0,7,3
3662,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,7,0,0,9,3
3663,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,5,0,0,3,3
3664,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,5
3666,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,3,14,0,0,11,0
3667,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,17,0,0,3,0
3672,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3673,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,8,7,17,0,5,7
